date,asin,product_name,mrp,selling_price,discount_percent,customer_rating,total_reviews,page_views,ad_spend_inr,is_sale_season,is_weekend,inventory_level,units_sold,is_stockout,actual_demand,year,month,day,day_of_week,week_of_year,day_of_year,quarter,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,discount_amount,price_discount_ratio,ad_spend_per_view,inventory_demand_ratio,inventory_gap,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_30,demand_rolling_7,demand_rolling_14,demand_rolling_30,demand_rolling_std_7,units_sold_lag_1,units_sold_lag_7,selling_price_lag_1,selling_price_change,inventory_lag_1,inventory_change,product_demand_rank
2024-09-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,4.0,10139,30522,6136,1,0,427,398,0,398,2024,9,26,3,39,270,3,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-0.9979171608653922,-0.06450844944931625,1794.0,0.6,0.20103531878644912,1.0728643216080402,29,436.0,146.0,136.0,162.0,182.28571428571428,159.42857142857142,147.1,112.82244795210194,436.0,146.0,1495.0,-299.0,509.0,-82.0,1.0
2024-09-27,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.1,16438,31059,5720,1,0,299,299,1,366,2024,9,27,4,39,271,3,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.9988797155850335,-0.04732138832243232,1196.0,0.4,0.18416562027109695,0.8169398907103825,-67,398.0,124.0,136.0,97.0,218.28571428571428,178.14285714285714,154.96666666666667,136.9412456563206,398.0,117.0,1196.0,598.0,427.0,-128.0,1.0
2024-10-01,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,4.0,13398,45041,7599,1,0,512,481,0,481,2024,10,1,1,40,275,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.9997685019798909,0.021516097436222233,1794.0,0.6,0.16871295042294798,1.0644490644490645,31,366.0,116.0,139.0,124.0,252.85714285714286,194.57142857142858,163.93333333333334,139.6906446061302,299.0,116.0,1794.0,-598.0,299.0,213.0,1.0
2024-10-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,4.1,12623,39414,5010,1,1,684,453,0,453,2024,10,5,5,40,279,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,-0.9959189961471792,0.0902516100310407,1794.0,0.6,0.1271121936367788,1.509933774834437,231,481.0,149.0,122.0,114.0,305.0,219.0,175.83333333333334,147.96846510884217,481.0,149.0,1196.0,0.0,512.0,172.0,1.0
2024-10-08,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1046.5,65,4.2,8237,55494,7818,1,0,892,562,0,562,2024,10,8,1,41,282,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.989932495087353,0.141540295217043,1943.5,0.65,0.14088009514542113,1.5871886120996441,330,453.0,155.0,142.0,128.0,348.42857142857144,242.64285714285714,187.13333333333333,138.88467295188607,453.0,155.0,1196.0,-149.5,684.0,208.0,1.0
2024-10-14,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1046.5,65,3.9,16110,37045,5005,1,0,624,457,0,457,2024,10,14,0,42,288,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,-0.970063921851507,0.2428497220959358,1943.5,0.65,0.13510595222027263,1.3654266958424508,167,562.0,150.0,150.0,118.0,406.57142857142856,272.64285714285717,201.6,129.27213819801108,562.0,150.0,1046.5,0.0,892.0,-268.0,1.0
2024-10-16,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,3.9,11694,8914,806,0,0,77,77,1,140,2024,10,16,2,42,290,4,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9611297838723007,0.27609697309746883,1196.0,0.4,0.09041956472963877,0.55,-63,457.0,436.0,131.0,117.0,450.42857142857144,294.57142857142856,212.9,62.606861026719805,457.0,436.0,1046.5,747.5,624.0,-547.0,1.0
2024-10-27,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,8922,7617,556,0,1,210,107,0,107,2024,10,27,6,43,301,4,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,-0.8919813464595487,0.45207220393230374,598.0,0.2,0.07299461730340029,1.9626168224299065,103,140.0,398.0,146.0,132.0,408.14285714285717,295.2142857142857,213.66666666666666,133.64059833676848,77.0,398.0,1794.0,598.0,77.0,133.0,1.0
2024-11-10,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.4,15661,43921,7064,1,1,798,476,0,476,2024,11,10,6,45,315,4,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.7583058084785625,0.6518989958787125,1495.0,0.5,0.16083422508594977,1.6764705882352942,322,107.0,366.0,124.0,130.0,366.57142857142856,292.42857142857144,212.83333333333334,175.90040472083157,107.0,299.0,2392.0,-897.0,210.0,588.0,1.0
2024-11-13,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,3.8,13897,44064,5934,1,0,432,432,1,453,2024,11,13,2,46,318,4,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,-0.7236440382959124,0.690173388242972,1196.0,0.4,0.13466775599128541,0.9536423841059603,-21,476.0,481.0,116.0,167.0,382.2857142857143,317.57142857142856,224.36666666666667,180.6891569203072,476.0,481.0,1495.0,299.0,798.0,-366.0,1.0
2024-11-20,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,15350,6920,626,0,0,290,152,0,152,2024,11,20,2,47,325,4,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,-0.6354323008901775,0.7721565844991641,1196.0,0.4,0.09046242774566474,1.9078947368421053,138,453.0,453.0,149.0,143.0,378.2857142857143,341.64285714285717,233.9,178.43552924022183,432.0,453.0,1794.0,0.0,432.0,-142.0,1.0
2024-11-22,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,3.8,11445,11827,1750,0,0,233,162,0,162,2024,11,22,4,47,327,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,1495.0,0.5,0.14796651729094445,1.4382716049382716,71,152.0,562.0,155.0,158.0,335.2857142857143,341.85714285714283,234.2,193.09558452203078,152.0,562.0,1794.0,-299.0,290.0,-57.0,1.0
2024-11-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.4,13433,5988,1003,0,1,86,86,1,91,2024,11,24,6,47,329,4,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-0.5808002734538013,0.8140460935082175,598.0,0.2,0.16750167000668004,0.945054945054945,-5,162.0,457.0,150.0,144.0,278.14285714285717,342.35714285714283,234.33333333333334,172.95801857813984,162.0,457.0,1495.0,897.0,233.0,-147.0,1.0
2024-11-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,12150,5500,602,0,1,162,102,0,102,2024,11,30,5,48,335,4,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,-0.49377555015997737,0.8695893893466109,598.0,0.2,0.10945454545454546,1.588235294117647,60,91.0,140.0,436.0,129.0,225.85714285714286,338.14285714285717,232.56666666666666,165.01659368219964,86.0,77.0,2392.0,0.0,86.0,76.0,1.0
2024-12-11,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,16824,13079,1579,0,0,214,149,0,149,2024,12,11,2,50,346,4,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,-0.32126966169236515,0.9469877530760751,598.0,0.2,0.12072788439483141,1.436241610738255,65,102.0,107.0,398.0,169.0,220.42857142857142,314.2857142857143,231.66666666666666,168.89134292285587,102.0,107.0,2392.0,0.0,162.0,52.0,1.0
2024-12-15,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.2,7314,7401,758,0,1,255,144,0,144,2024,12,15,6,50,350,4,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.2553532951161881,0.9668478136052773,1196.0,0.4,0.10241859208215107,1.7708333333333333,111,149.0,476.0,366.0,149.0,226.42857142857142,296.5,231.0,164.8887070550488,149.0,476.0,2392.0,-598.0,214.0,41.0,1.0
2024-12-17,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,9933,8950,963,0,0,129,120,0,120,2024,12,17,1,51,352,4,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,-0.22192151300416674,0.9750645322571945,598.0,0.2,0.1075977653631285,1.075,9,144.0,453.0,481.0,136.0,179.0,280.64285714285717,230.83333333333334,123.75513457361403,144.0,432.0,1794.0,598.0,255.0,-126.0,1.0
2024-12-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,12145,9857,1024,0,0,205,114,0,114,2024,12,30,0,1,365,4,0.0,1.0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,598.0,0.2,0.10388556355889215,1.7982456140350878,91,120.0,152.0,453.0,136.0,131.42857142857142,254.85714285714286,230.3,27.25103755123894,120.0,152.0,2392.0,0.0,129.0,76.0,1.0
2025-01-03,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,3.8,11706,8384,931,0,0,186,140,0,140,2025,1,3,4,1,3,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,1196.0,0.4,0.11104484732824428,1.3285714285714285,46,114.0,162.0,562.0,139.0,126.0,230.64285714285714,229.56666666666666,26.236107434856283,114.0,162.0,2392.0,-598.0,205.0,-19.0,1.0
2025-01-04,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,11900,7497,715,0,1,135,128,0,128,2025,1,4,5,1,4,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,897.0,0.3,0.09537148192610377,1.0546875,7,140.0,91.0,457.0,122.0,122.85714285714286,200.5,229.6,22.214323993229648,140.0,86.0,1794.0,299.0,186.0,-51.0,1.0
2025-01-16,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,9669,3918,538,0,0,120,97,0,97,2025,1,16,3,3,16,1,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.2719581575341055,0.9623090774541486,598.0,0.2,0.13731495661051557,1.2371134020618557,23,128.0,102.0,140.0,142.0,128.14285714285714,177.0,229.8,17.20880173466022,128.0,102.0,2093.0,299.0,135.0,-15.0,1.0
2025-01-17,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,7478,11900,1409,0,0,255,140,0,140,2025,1,17,4,3,17,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393,598.0,0.2,0.11840336134453781,1.8214285714285714,115,97.0,149.0,107.0,150.0,127.42857142857143,173.92857142857142,228.3,18.527971132471624,97.0,149.0,2392.0,0.0,120.0,135.0,1.0
2025-01-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,11936,6881,1041,0,0,82,82,1,107,2025,1,24,4,4,24,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.401487989205973,0.9158642882672872,598.0,0.2,0.15128615026885628,0.7663551401869159,-25,140.0,144.0,476.0,131.0,126.14285714285714,176.28571428571428,227.96666666666667,17.033580279637185,140.0,144.0,2392.0,0.0,255.0,-173.0,1.0
2025-01-25,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.5,11940,14901,1664,0,1,139,139,1,170,2025,1,25,5,4,25,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,598.0,0.2,0.11167035769411449,0.8176470588235294,-31,107.0,120.0,453.0,146.0,120.85714285714286,149.92857142857142,227.16666666666666,16.29344010564309,82.0,120.0,2392.0,0.0,82.0,57.0,1.0
2025-01-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,3.9,15631,36306,6126,1,1,780,400,0,400,2025,1,26,6,4,26,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.4327755925504312,0.901501684131884,1196.0,0.4,0.1687324409188564,1.95,380,170.0,114.0,152.0,124.0,128.0,129.71428571428572,227.96666666666667,24.66441431158098,139.0,114.0,2392.0,-598.0,139.0,641.0,1.0
2025-01-29,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,14406,6743,1157,0,0,243,128,0,128,2025,1,29,2,5,29,1,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882,1196.0,0.4,0.17158534776805576,1.8984375,115,400.0,140.0,162.0,116.0,168.85714285714286,147.42857142857142,237.16666666666666,104.68433275237277,400.0,140.0,1794.0,0.0,780.0,-537.0,1.0
2025-01-31,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,16773,11365,1272,0,0,141,140,0,140,2025,1,31,4,5,31,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,598.0,0.2,0.111922569291685,1.0071428571428571,1,128.0,128.0,91.0,149.0,167.14285714285714,145.0,237.56666666666666,105.33190173831244,128.0,128.0,1794.0,598.0,243.0,-102.0,1.0
2025-02-04,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,16284,14155,1667,0,0,237,168,0,168,2025,2,4,1,6,35,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,897.0,0.3,0.11776757329565525,1.4107142857142858,69,140.0,97.0,102.0,155.0,168.85714285714286,148.5,237.26666666666668,104.68433275237277,140.0,97.0,2392.0,-299.0,141.0,96.0,1.0
2025-02-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,14087,8201,1057,0,0,131,120,0,120,2025,2,5,2,6,36,1,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,598.0,0.2,0.12888672113156932,1.0916666666666666,11,168.0,140.0,149.0,150.0,179.0,153.21428571428572,237.7,99.8916079224542,168.0,140.0,2093.0,299.0,237.0,-106.0,1.0
2025-02-10,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,14107,5778,620,0,0,180,105,0,105,2025,2,10,0,7,41,1,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,598.0,0.2,0.10730356524749048,1.7142857142857142,75,120.0,107.0,144.0,436.0,176.14285714285714,151.14285714285714,236.7,101.46662599335889,120.0,82.0,2392.0,0.0,131.0,49.0,1.0
2025-02-13,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.0,16283,16769,1738,0,0,294,200,0,200,2025,2,13,3,7,44,1,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,1495.0,0.5,0.1036436281233228,1.47,94,105.0,170.0,120.0,398.0,175.85714285714286,148.35714285714286,225.66666666666666,101.69632666494321,105.0,139.0,2392.0,-897.0,180.0,114.0,1.0
2025-03-01,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,8817,8076,1023,0,1,72,72,1,113,2025,3,1,5,9,60,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.8587639582758029,0.5123714121284237,598.0,0.2,0.12667161961367013,0.6371681415929203,-41,200.0,400.0,114.0,366.0,180.14285714285714,154.07142857142858,219.06666666666666,102.03990815922386,200.0,400.0,1495.0,897.0,294.0,-222.0,1.0
2025-03-02,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,16654,5061,936,0,1,157,111,0,111,2025,3,2,6,9,61,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.8674563547295969,0.49751328890718066,897.0,0.3,0.18494368701837582,1.4144144144144144,46,113.0,128.0,140.0,481.0,139.14285714285714,154.0,210.63333333333333,33.85473168026658,72.0,128.0,2392.0,-299.0,72.0,85.0,1.0
2025-03-03,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.5,10236,5404,725,0,0,243,125,0,125,2025,3,3,0,10,62,1,0.0,1.0,1.0,6.123233995736766e-17,0.8758917051442429,0.48250774176121847,1196.0,0.4,0.134159881569208,1.944,118,111.0,140.0,128.0,453.0,136.71428571428572,151.92857142857142,198.3,35.36341935632664,111.0,140.0,2093.0,-299.0,157.0,86.0,1.0
2025-03-07,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.2,13934,7097,895,0,0,185,145,0,145,2025,3,7,4,10,66,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.9070138128026359,0.4211008707960896,1196.0,0.4,0.12610962378469776,1.2758620689655173,40,125.0,168.0,97.0,562.0,134.57142857142858,151.71428571428572,187.36666666666667,35.58490851872045,125.0,168.0,1794.0,0.0,243.0,-58.0,1.0
2025-03-13,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,14668,8591,725,0,0,124,119,0,119,2025,3,13,3,11,72,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.9455963874271426,0.3253420847119801,897.0,0.3,0.0843906413688744,1.0420168067226891,5,145.0,120.0,140.0,457.0,131.28571428571428,155.14285714285714,173.46666666666667,32.94801099567951,145.0,120.0,1794.0,299.0,185.0,-61.0,1.0
2025-03-15,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,12875,12418,1785,0,1,107,107,1,149,2025,3,15,5,11,74,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.9562348265919056,0.29260033563334836,598.0,0.2,0.14374295377677565,0.7181208053691275,-42,119.0,105.0,107.0,140.0,131.14285714285714,153.64285714285714,162.2,33.00721421865498,119.0,105.0,2093.0,299.0,124.0,-17.0,1.0
2025-04-02,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.1,16578,6919,1188,0,0,106,106,1,109,2025,4,2,2,14,92,2,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.9999166586547379,-0.01291029607500882,897.0,0.3,0.17170111287758347,0.9724770642201835,-3,149.0,200.0,170.0,107.0,137.42857142857142,156.64285714285714,162.5,31.34675497749386,107.0,200.0,2392.0,-299.0,107.0,-1.0,1.0
2025-04-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.5,16062,7858,1530,0,1,163,116,0,116,2025,4,5,5,14,95,2,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.9979171608653922,-0.06450844944931623,598.0,0.2,0.19470603206922882,1.4051724137931034,47,109.0,113.0,400.0,476.0,124.42857142857143,152.28571428571428,162.56666666666666,16.359066220876954,106.0,72.0,2093.0,299.0,106.0,57.0,1.0
2025-04-11,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.0,12994,9200,1251,0,0,181,153,0,153,2025,4,11,4,15,101,2,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0.9859481499638304,-0.16705162550211924,1495.0,0.5,0.13597826086956522,1.1830065359477124,28,116.0,111.0,128.0,453.0,124.85714285714286,132.0,150.56666666666666,16.046064641406012,116.0,111.0,2392.0,-897.0,163.0,18.0,1.0
2025-04-14,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.4,16095,11810,1474,0,0,135,135,1,149,2025,4,14,0,16,104,2,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.9760105506323683,-0.21772323039653177,598.0,0.2,0.124809483488569,0.9060402684563759,-14,153.0,125.0,140.0,152.0,130.85714285714286,133.78571428571428,140.56666666666666,17.761649430055186,153.0,125.0,1495.0,897.0,181.0,-46.0,1.0
2025-04-16,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.3,7640,10374,1290,0,0,94,94,1,146,2025,4,16,2,16,106,2,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935,897.0,0.3,0.12434933487565067,0.6438356164383562,-52,149.0,145.0,168.0,162.0,134.28571428571428,134.42857142857142,140.46666666666667,18.732452106031154,135.0,145.0,2392.0,-299.0,135.0,-41.0,1.0
2025-04-18,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,12667,8339,741,0,0,114,114,1,118,2025,4,18,4,16,108,2,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0.9587178169872964,-0.2843591872810034,598.0,0.2,0.0888595754886677,0.9661016949152542,-4,146.0,119.0,120.0,91.0,134.42857142857142,132.85714285714286,139.93333333333334,18.831331541317958,94.0,119.0,2093.0,299.0,94.0,20.0,1.0
2025-04-19,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,14896,14608,1941,0,1,243,173,0,173,2025,4,19,5,16,109,2,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.9536809966304457,-0.30081980763566735,1196.0,0.4,0.1328723986856517,1.4046242774566473,70,118.0,149.0,105.0,102.0,134.28571428571428,132.71428571428572,140.83333333333334,18.97115605082492,114.0,107.0,2392.0,-598.0,114.0,129.0,1.0
2025-04-20,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.1,12127,4496,544,0,1,71,71,1,123,2025,4,20,6,16,110,2,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.9483615800121715,-0.3171912885891061,1495.0,0.5,0.12099644128113879,0.5772357723577236,-52,173.0,109.0,200.0,149.0,137.71428571428572,137.57142857142858,143.2,23.6623067748001,173.0,106.0,1794.0,-299.0,243.0,-172.0,1.0
2025-04-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,3.9,16260,9994,1138,0,0,90,90,1,158,2025,4,24,3,17,114,2,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0.9242907221930933,-0.3816892202666588,1495.0,0.5,0.11386832099259556,0.569620253164557,-68,123.0,116.0,113.0,144.0,139.71428571428572,132.07142857142858,142.33333333333334,21.305040762804243,71.0,116.0,1495.0,0.0,71.0,19.0,1.0
2025-04-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.4,15407,11170,1408,0,1,271,156,0,156,2025,4,26,5,17,116,2,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.9106046300942162,-0.4132786077829042,1196.0,0.4,0.12605192479856758,1.7371794871794872,115,158.0,153.0,111.0,120.0,145.71428571428572,135.28571428571428,142.8,19.33661712670419,90.0,153.0,1495.0,299.0,90.0,181.0,1.0
2025-04-29,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,14488,11426,954,0,0,195,139,0,139,2025,4,29,1,18,119,2,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.8880573226294932,-0.45973273945210397,897.0,0.3,0.08349378610187293,1.4028776978417266,56,156.0,149.0,125.0,114.0,146.14285714285714,138.5,144.0,19.55699850376275,156.0,135.0,1794.0,299.0,271.0,-76.0,1.0
2025-04-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,7641,5547,638,0,0,77,77,1,95,2025,4,30,2,18,120,2,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.8800122039735357,-0.47495107206704995,897.0,0.3,0.1150171263746169,0.8105263157894737,-18,139.0,146.0,145.0,140.0,144.71428571428572,139.5,144.83333333333334,19.678366172985076,139.0,94.0,2093.0,0.0,195.0,-118.0,1.0
2025-05-09,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,14578,6621,550,0,0,156,103,0,103,2025,5,9,4,19,129,2,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0.7961828637826158,-0.6050560696488488,598.0,0.2,0.08306902280622262,1.5145631067961165,53,95.0,118.0,119.0,128.0,137.42857142857142,135.92857142857142,143.33333333333334,27.14686687174729,77.0,114.0,2093.0,299.0,77.0,79.0,1.0
2025-05-10,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,3.9,10343,10494,1278,0,1,123,123,1,145,2025,5,10,5,19,130,2,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.7856498550787147,-0.6186714032625031,1196.0,0.4,0.12178387650085763,0.8482758620689655,-22,103.0,173.0,149.0,97.0,135.28571428571428,134.78571428571428,142.5,29.431923063878873,103.0,173.0,2392.0,-598.0,156.0,-33.0,1.0
2025-05-11,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.5,13366,13039,1212,0,1,351,199,0,199,2025,5,11,6,19,131,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0.7748840413670407,-0.6321034111873487,1495.0,0.5,0.09295191349029834,1.763819095477387,152,145.0,123.0,109.0,140.0,131.28571428571428,134.5,144.1,25.024749653854396,123.0,71.0,1794.0,-299.0,123.0,228.0,1.0
2025-05-12,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.3,7856,11577,1310,0,0,183,151,0,151,2025,5,12,0,20,132,2,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.7638886127905428,-0.6453481132295501,897.0,0.3,0.11315539431631684,1.2119205298013245,32,199.0,158.0,116.0,107.0,142.14285714285714,140.92857142857142,146.06666666666666,35.23458798504929,199.0,90.0,1495.0,598.0,351.0,-168.0,1.0
2025-05-15,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.1,11564,12301,1736,0,0,222,149,0,149,2025,5,15,3,20,135,2,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0.7295575540864875,-0.6839194216246106,897.0,0.3,0.1411267376636046,1.4899328859060403,73,151.0,156.0,153.0,170.0,141.14285714285714,143.42857142857142,147.53333333333333,34.80626654032546,151.0,156.0,2093.0,0.0,183.0,39.0,1.0
2025-05-18,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.4,9438,12022,1688,0,1,235,131,0,131,2025,5,18,6,20,138,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0.6932812268869777,-0.7206671495538609,598.0,0.2,0.1404092497088671,1.7938931297709924,104,149.0,139.0,149.0,400.0,140.14285714285714,143.14285714285714,146.83333333333334,34.40653315592132,149.0,139.0,2093.0,299.0,222.0,13.0,1.0
