date,asin,product_name,mrp,selling_price,discount_percent,customer_rating,total_reviews,page_views,ad_spend_inr,is_sale_season,is_weekend,inventory_level,units_sold,is_stockout,actual_demand
2023-07-02,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.2,21957,4690,741,0,1,239,165,0,165
2023-07-03,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,16832,11069,1626,0,0,175,172,0,172
2023-07-04,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.4,18961,5051,605,0,0,146,146,1,148
2023-07-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,24832,15109,1787,0,0,425,217,0,217
2023-07-06,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.2,18360,4234,506,0,0,235,165,0,165
2023-07-07,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.8,23802,11323,1373,0,0,105,105,1,189
2023-07-08,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,17206,4845,621,0,1,173,111,0,111
2023-07-09,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.8,23924,9969,1413,0,1,143,143,1,171
2023-07-10,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,22186,10612,1730,0,0,100,100,1,194
2023-07-11,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.3,16910,7659,651,0,0,184,178,0,178
2023-07-12,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.8,21591,10218,1077,0,0,195,162,0,162
2023-07-13,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,19679,12567,1760,0,0,314,181,0,181
2023-07-14,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,22865,6373,977,0,0,107,107,1,142
2023-07-15,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.1,18340,6198,880,0,1,154,142,0,142
2023-07-16,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,24199,4974,565,0,1,257,149,0,149
2023-07-17,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,22415,14385,1918,0,0,365,192,0,192
2023-07-18,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,19422,12318,1780,0,0,163,163,1,200
2023-07-19,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,19173,10317,1186,0,0,207,177,0,177
2023-07-20,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.2,17742,9227,1119,0,0,114,114,1,191
2023-07-21,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,17063,5246,697,0,0,132,129,0,129
2023-07-22,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,25237,8424,989,0,1,262,156,0,156
2023-07-23,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,22585,10869,1701,0,1,245,191,0,191
2023-07-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,17989,11796,1245,0,0,90,90,1,173
2023-07-25,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.0,21263,13403,1741,0,0,241,241,1,256
2023-07-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.4,16332,9823,1243,0,0,85,85,1,171
2023-07-27,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,19159,15550,1827,0,0,328,218,0,218
2023-07-28,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,16614,10478,1684,0,0,242,168,0,168
2023-07-29,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.4,19218,7747,993,0,1,173,173,1,185
2023-07-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,17438,11326,1854,0,1,160,160,1,192
2023-07-31,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,25163,9931,1327,0,0,311,177,0,177
2023-08-01,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,23070,12697,1467,0,0,177,177,1,186
2023-08-02,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.2,17242,7286,1164,0,0,323,192,0,192
2023-08-03,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.3,21515,9602,997,0,0,291,178,0,178
2023-08-04,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,16215,6798,969,0,0,194,141,0,141
2023-08-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.2,19690,9666,1250,0,1,239,189,0,189
2023-08-06,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.5,18222,12685,1868,0,1,196,178,0,178
2023-08-07,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,19744,7743,1458,0,0,209,163,0,163
2023-08-08,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,22379,10496,1386,0,0,298,171,0,171
2023-08-09,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.4,16109,10420,1483,0,0,143,143,1,191
2023-08-10,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,22912,10988,1030,0,0,291,180,0,180
2023-08-11,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.3,19150,15034,1962,0,0,282,244,0,244
2023-08-12,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,18967,9574,918,0,1,88,88,1,156
2023-08-13,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,22772,6929,940,0,1,219,148,0,148
2023-08-14,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.1,22727,10873,1498,0,0,104,104,1,172
2023-08-15,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,25512,6489,1120,0,0,153,153,1,163
2023-08-16,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,18607,9911,1498,0,0,219,181,0,181
2023-08-17,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.8,20395,5854,648,0,0,198,148,0,148
2023-08-18,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,21394,9957,1226,0,0,307,199,0,199
2023-08-19,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.1,20361,12724,1787,0,1,318,223,0,223
2023-08-20,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.1,19238,10386,1156,0,1,97,97,1,190
2023-08-21,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.0,20603,7558,1126,0,0,219,199,0,199
2023-08-22,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,22714,11198,1477,0,0,257,195,0,195
2023-08-23,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.2,25885,10057,1237,0,0,151,151,1,172
2023-08-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,18671,11402,1334,0,0,236,167,0,167
2023-08-25,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.2,17622,6310,905,0,0,77,77,1,133
2023-08-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,3.9,24970,14323,1952,0,1,284,255,0,255
2023-08-27,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,3.9,23883,7587,572,0,1,294,179,0,179
2023-08-28,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.2,21851,9337,1292,0,0,262,198,0,198
2023-08-29,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,21117,7280,737,0,0,222,148,0,148
2023-08-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,23545,15266,1535,0,0,195,195,1,209
2023-08-31,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,21987,7812,1488,0,0,96,96,1,133
2023-09-01,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,22703,7911,1141,0,0,240,165,0,165
2023-09-02,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.5,21668,10125,1679,0,1,192,192,1,193
2023-09-03,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.5,23153,5326,600,0,1,121,121,1,140
2023-09-04,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.4,24087,14886,1586,0,0,111,111,1,211
2023-09-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.1,26191,9765,1097,0,0,149,149,1,177
2023-09-06,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.8,23998,12182,1160,0,0,111,111,1,199
2023-09-07,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,23625,5181,837,0,0,220,114,0,114
2023-09-08,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,21048,5500,807,0,0,109,109,1,117
2023-09-09,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,23649,16488,1959,0,1,130,130,1,221
2023-09-10,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,3.9,16276,11302,1643,0,1,342,222,0,222
2023-09-11,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.2,17040,8317,1225,0,0,227,167,0,167
2023-09-12,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,23353,7083,948,0,0,221,141,0,141
2023-09-13,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.8,16422,6956,776,0,0,178,139,0,139
2023-09-14,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.5,21610,13718,1914,0,0,448,259,0,259
2023-09-15,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,22796,16391,1743,0,0,373,236,0,236
2023-09-16,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.5,25444,11749,1905,0,1,284,191,0,191
2023-09-17,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,20042,8010,1151,0,1,368,200,0,200
2023-09-18,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.3,25803,12332,1811,0,0,220,194,0,194
2023-09-19,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,18766,9469,1695,0,0,192,161,0,161
2023-09-20,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,26069,15033,1745,0,0,259,223,0,223
2023-09-21,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.1,16616,12345,1883,0,0,334,198,0,198
2023-09-22,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,25173,7436,734,0,0,100,100,1,148
2023-09-23,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,897.0,70,4.1,20508,49153,7163,1,1,754,668,0,668
2023-09-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.2,25224,24264,3653,1,1,504,448,0,448
2023-09-25,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,3.9,24888,39753,5727,1,0,546,546,1,572
2023-09-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1046.5,65,4.0,21683,29234,3855,1,0,559,517,0,517
2023-09-27,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,3.9,18504,44032,7132,1,0,900,607,0,607
2023-09-28,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1046.5,65,4.4,19433,19820,4256,1,0,803,435,0,435
2023-09-29,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,4.4,21544,34155,5895,1,0,405,405,1,548
2023-09-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.3,18289,20240,3013,1,1,225,225,1,412
2023-10-01,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.4,19657,45664,6621,1,1,643,617,0,617
2023-10-02,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.3,20329,31018,4813,1,0,307,307,1,496
2023-10-03,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.2,22729,41665,6501,1,0,838,594,0,594
2023-10-04,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,897.0,70,3.9,17247,23372,4066,1,0,714,469,0,469
2023-10-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,19195,17332,2475,1,0,300,300,1,367
2023-10-06,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,4.1,17673,19913,2659,1,0,818,434,0,434
2023-10-07,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,3.9,24724,21061,4097,1,1,836,425,0,425
2023-10-08,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.2,19157,43799,5920,1,1,654,613,0,613
2023-10-09,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.1,25300,23706,4403,1,0,856,439,0,439
2023-10-10,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,4.1,19249,25505,5384,1,0,424,424,1,474
2023-10-11,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.4,23283,17772,3431,1,0,534,387,0,387
2023-10-12,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.0,19711,15693,2269,1,0,386,364,0,364
2023-10-13,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,3.9,21772,20315,3719,1,0,444,391,0,391
2023-10-14,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.0,17119,42034,6000,1,1,948,588,0,588
2023-10-15,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1046.5,65,4.1,18974,30822,5959,1,1,424,424,1,521
2023-10-16,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.0,20110,8806,1483,0,0,260,201,0,201
2023-10-17,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,23078,13994,1516,0,0,388,200,0,200
2023-10-18,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,23971,5954,527,0,0,171,148,0,148
2023-10-19,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,20103,8567,1341,0,0,105,105,1,169
2023-10-20,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.3,16557,10363,1667,0,0,154,154,1,193
2023-10-21,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.8,18319,8318,1060,0,1,105,105,1,173
2023-10-22,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.3,22244,6957,875,0,1,135,135,1,157
2023-10-23,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.2,18588,11007,1777,0,0,191,190,0,190
2023-10-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.4,23224,9500,878,0,0,87,87,1,153
2023-10-25,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,16960,15101,1820,0,0,180,180,1,218
2023-10-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.1,22553,7727,737,0,0,361,198,0,198
2023-10-27,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.1,16777,6242,539,0,0,194,133,0,133
2023-10-28,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,17187,9929,1112,0,1,202,169,0,169
2023-10-29,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.1,21613,9184,1169,0,1,200,199,0,199
2023-10-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.3,20221,8380,630,0,0,230,196,0,196
2023-10-31,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.0,16779,14445,1895,0,0,335,251,0,251
2023-11-01,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,4.5,22089,33219,4990,1,0,398,398,1,537
2023-11-02,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1046.5,65,4.2,20604,25445,5348,1,0,417,417,1,456
2023-11-03,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,4.1,22980,34288,7038,1,0,937,552,0,552
2023-11-04,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1196.0,60,4.4,24485,15933,2930,1,1,477,413,0,413
2023-11-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,16695,17138,3070,1,1,332,332,1,380
2023-11-06,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,3.8,17493,36749,5373,1,0,727,537,0,537
2023-11-07,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.4,18337,48612,6940,1,0,729,647,0,647
2023-11-08,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.1,23256,23014,4597,1,0,759,427,0,427
2023-11-09,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.4,22186,11943,2595,1,0,259,259,1,354
2023-11-10,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,897.0,70,4.4,21959,21955,4331,1,0,293,293,1,463
2023-11-11,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.2,18101,46943,6882,1,1,987,624,0,624
2023-11-12,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,23391,29103,5447,1,1,434,434,1,465
2023-11-13,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,16620,34809,7827,1,0,879,517,0,517
2023-11-14,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.5,21959,40067,6790,1,0,1173,587,0,587
2023-11-15,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.1,17368,46060,6589,1,0,1171,607,0,607
2023-11-16,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,18639,13947,1724,0,0,142,142,1,217
2023-11-17,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.4,24068,7834,842,0,0,105,105,1,182
2023-11-18,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.4,23353,10158,905,0,1,135,135,1,196
2023-11-19,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.3,18456,10464,1978,0,1,285,185,0,185
2023-11-20,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.1,26599,11666,1610,0,0,229,155,0,155
2023-11-21,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.8,25541,7907,782,0,0,168,120,0,120
2023-11-22,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,22035,12313,1955,0,0,266,181,0,181
2023-11-23,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.8,17955,7980,1380,0,0,115,115,1,155
2023-11-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.2,22117,6625,881,0,0,125,125,1,178
2023-11-25,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.4,19506,5912,682,0,1,205,135,0,135
2023-11-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,24855,16333,1855,0,1,216,216,0,216
2023-11-27,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.0,22896,11130,1487,0,0,274,197,0,197
2023-11-28,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.3,20688,13200,1847,0,0,188,188,1,215
2023-11-29,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,17595,12099,1607,0,0,348,182,0,182
2023-11-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.3,19162,11413,1789,0,0,211,189,0,189
2023-12-01,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.9,17440,11131,1607,0,0,160,160,1,161
2023-12-02,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.2,18957,14544,1834,0,1,322,220,0,220
2023-12-03,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,23744,15988,1802,0,1,268,247,0,247
2023-12-04,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,18805,11180,1553,0,0,385,196,0,196
2023-12-05,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.4,23680,9637,1564,0,0,263,195,0,195
2023-12-06,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,16701,8938,1719,0,0,276,169,0,169
2023-12-07,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.0,19973,12545,1967,0,0,237,224,0,224
2023-12-08,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,3.9,25472,9367,824,0,0,200,171,0,171
2023-12-09,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.2,17764,11060,1911,0,1,159,159,1,186
2023-12-10,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.1,26085,11488,1953,0,1,344,223,0,223
2023-12-11,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,22988,11235,1410,0,0,208,170,0,170
2023-12-12,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.4,17510,5942,700,0,0,132,132,1,149
2023-12-13,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.1,20537,13665,1507,0,0,282,242,0,242
2023-12-14,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,17681,9298,1398,0,0,181,147,0,147
2023-12-15,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.8,17122,8209,1503,0,0,154,127,0,127
2023-12-16,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.5,21749,12534,1634,0,1,379,215,0,215
2023-12-17,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,26179,8787,1261,0,1,234,180,0,180
2023-12-18,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.4,22962,12125,1614,0,0,417,216,0,216
2023-12-19,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.4,23298,6275,975,0,0,92,92,1,162
2023-12-20,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.5,21526,11688,1827,0,0,182,182,1,227
2023-12-21,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.1,24039,14488,1940,0,0,357,219,0,219
2023-12-22,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.3,22843,9509,1473,0,0,248,141,0,141
2023-12-23,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.2,25874,8249,864,0,1,236,180,0,180
2023-12-24,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.0,23765,13344,1536,0,1,301,189,0,189
2023-12-25,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.5,22635,11773,1182,0,0,309,212,0,212
2023-12-26,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.0,17490,16806,1809,0,0,282,241,0,241
2023-12-27,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1495.0,50,4.3,21008,8990,1850,0,0,106,106,1,213
2023-12-28,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,3.8,24873,8303,687,0,0,76,76,1,153
2023-12-29,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,1794.0,40,4.2,19985,15485,1788,0,0,310,246,0,246
2023-12-30,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2093.0,30,4.3,18907,5791,582,0,1,131,131,1,132
2023-12-31,B073496Y7S,boAt Rockerz Wireless Bluetooth Earbuds,2990.0,2392.0,20,4.2,24733,15907,1903,0,1,292,219,0,219
